PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,Embarked_clean,Age_registrada,Age_clean,Cabin_registrada,Cabin_letra,class,who,adult_male,deck,embark_town,alone,Sex_bin,Title,Title_agrupado,FamilySize,IsAlone,AgeGroup,Fare_log,FareBand,Deck_combinado
116,0,3,"Pekoniemi, Mr. Edvard",male,21.0,0,0,STON/O 2. 3101294,7.925,,S,S,1,21.0,0,,Third,man,True,,Southampton,True,0,Mr,Mr,1,1,Adulto joven (18-35),2.188856327665703,Q2,Desconocida
117,0,3,"Connors, Mr. Patrick",male,70.5,0,0,370369,7.75,,Q,Q,1,70.5,0,,Third,man,True,,Queenstown,True,0,Mr,Mr,1,1,Mayor (60+),2.169053700369523,Q1 (bajo),Desconocida
118,0,2,"Turpin, Mr. William John Robert",male,29.0,1,0,11668,21.0,,S,S,1,29.0,0,,Second,man,True,,Southampton,False,0,Mr,Mr,2,0,Adulto joven (18-35),3.091042453358316,Q3,Desconocida
119,0,1,"Baxter, Mr. Quigg Edmond",male,24.0,0,1,PC 17558,247.5208,B58 B60,C,C,1,24.0,1,B,First,man,True,B,Cherbourg,False,0,Mr,Mr,2,0,Adulto joven (18-35),5.515526544247129,Q4 (alto),B
120,0,3,"Andersson, Miss. Ellis Anna Maria",female,2.0,4,2,347082,31.275,,S,S,1,2.0,0,,Third,child,False,,Southampton,False,1,Miss,Miss,7,0,Niño (0-12),3.4742929367327062,Q4 (alto),Desconocida
121,0,2,"Hickman, Mr. Stanley George",male,21.0,2,0,S.O.C. 14879,73.5,,S,S,1,21.0,0,,Second,man,True,,Southampton,False,0,Mr,Mr,3,0,Adulto joven (18-35),4.310799125385514,Q4 (alto),Desconocida
122,0,3,"Moore, Mr. Leonard Charles",male,,0,0,A4. 54510,8.05,,S,S,0,25.0,0,,Third,man,True,,Southampton,True,0,Mr,Mr,1,1,Adulto joven (18-35),2.2027647577118348,Q2,Desconocida
123,0,2,"Nasser, Mr. Nicholas",male,32.5,1,0,237736,30.0708,,C,C,1,32.5,0,,Second,man,True,,Cherbourg,False,0,Mr,Mr,2,0,Adulto joven (18-35),3.436268471383741,Q3,Desconocida
124,1,2,"Webber, Miss. Susan",female,32.5,0,0,27267,13.0,E101,S,S,1,32.5,1,E,Second,woman,False,E,Southampton,True,1,Miss,Miss,1,1,Adulto joven (18-35),2.6390573296152584,Q2,E
125,0,1,"White, Mr. Percival Wayland",male,54.0,0,1,35281,77.2875,D26,S,S,1,54.0,1,D,First,man,True,D,Southampton,False,0,Mr,Mr,2,0,Adulto (36-60),4.360387947851531,Q4 (alto),D
126,1,3,"Nicola-Yarred, Master. Elias",male,12.0,1,0,2651,11.2417,,C,C,1,12.0,0,,Third,child,False,,Cherbourg,False,0,Master,Master,2,0,Niño (0-12),2.5048481563289,Q2,Desconocida
127,0,3,"McMahon, Mr. Martin",male,,0,0,370372,7.75,,Q,Q,0,25.0,0,,Third,man,True,,Queenstown,True,0,Mr,Mr,1,1,Adulto joven (18-35),2.169053700369523,Q1 (bajo),Desconocida
128,1,3,"Madsen, Mr. Fridtjof Arne",male,24.0,0,0,C 17369,7.1417,,S,S,1,24.0,0,,Third,man,True,,Southampton,True,0,Mr,Mr,1,1,Adulto joven (18-35),2.0969990034181696,Q1 (bajo),Desconocida
129,1,3,"Peter, Miss. Anna",female,,1,1,2668,22.3583,F E69,C,C,0,21.5,1,F,Third,woman,False,F,Cherbourg,False,1,Miss,Miss,3,0,Adulto joven (18-35),3.1509523813392697,Q3,F
130,0,3,"Ekstrom, Mr. Johan",male,45.0,0,0,347061,6.975,,S,S,1,45.0,0,,Third,man,True,,Southampton,True,0,Mr,Mr,1,1,Adulto (36-60),2.076311648670908,Q1 (bajo),Desconocida
131,0,3,"Drazenoic, Mr. Jozef",male,33.0,0,0,349241,7.8958,,C,C,1,33.0,0,,Third,man,True,,Cherbourg,True,0,Mr,Mr,1,1,Adulto joven (18-35),2.1855792552411137,Q1 (bajo),Desconocida
132,0,3,"Coelho, Mr. Domingos Fernandeo",male,20.0,0,0,SOTON/O.Q. 3101307,7.05,,S,S,1,20.0,0,,Third,man,True,,Southampton,True,0,Mr,Mr,1,1,Adulto joven (18-35),2.0856720914304723,Q1 (bajo),Desconocida
133,0,3,"Robins, Mrs. Alexander A (Grace Charity Laury)",female,47.0,1,0,A/5. 3337,14.5,,S,S,1,47.0,0,,Third,woman,False,,Southampton,False,1,Mrs,Mrs,2,0,Adulto (36-60),2.740840023925201,Q3,Desconocida
134,1,2,"Weisz, Mrs. Leopold (Mathilde Francoise Pede)",female,29.0,1,0,228414,26.0,,S,S,1,29.0,0,,Second,woman,False,,Southampton,False,1,Mrs,Mrs,2,0,Adulto joven (18-35),3.295836866004329,Q3,Desconocida
135,0,2,"Sobey, Mr. Samuel James Hayden",male,25.0,0,0,C.A. 29178,13.0,,S,S,1,25.0,0,,Second,man,True,,Southampton,True,0,Mr,Mr,1,1,Adulto joven (18-35),2.6390573296152584,Q2,Desconocida
136,0,2,"Richard, Mr. Emile",male,23.0,0,0,SC/PARIS 2133,15.0458,,C,C,1,23.0,0,,Second,man,True,,Cherbourg,True,0,Mr,Mr,1,1,Adulto joven (18-35),2.775447133088262,Q3,Desconocida
137,1,1,"Newsom, Miss. Helen Monypeny",female,19.0,0,2,11752,26.2833,D47,S,S,1,19.0,1,D,First,woman,False,D,Southampton,False,1,Miss,Miss,3,0,Adulto joven (18-35),3.3062747934011893,Q3,D
138,0,1,"Futrelle, Mr. Jacques Heath",male,37.0,1,0,113803,53.1,C123,S,S,1,37.0,1,C,First,man,True,C,Southampton,False,0,Mr,Mr,2,0,Adulto (36-60),3.9908341858524357,Q4 (alto),C
139,0,3,"Osen, Mr. Olaf Elon",male,16.0,0,0,7534,9.2167,,S,S,1,16.0,0,,Third,man,True,,Southampton,True,0,Mr,Mr,1,1,Adolescente (13-17),2.3240236363515288,Q2,Desconocida
140,0,1,"Giglio, Mr. Victor",male,24.0,0,0,PC 17593,79.2,B86,C,C,1,24.0,1,B,First,man,True,B,Cherbourg,True,0,Mr,Mr,1,1,Adulto joven (18-35),4.384523514872469,Q4 (alto),B
141,0,3,"Boulos, Mrs. Joseph (Sultana)",female,,0,2,2678,15.2458,,C,C,0,21.5,0,,Third,woman,False,,Cherbourg,False,1,Mrs,Mrs,3,0,Adulto joven (18-35),2.7878344138303452,Q3,Desconocida
142,1,3,"Nysten, Miss. Anna Sofia",female,22.0,0,0,347081,7.75,,S,S,1,22.0,0,,Third,woman,False,,Southampton,True,1,Miss,Miss,1,1,Adulto joven (18-35),2.169053700369523,Q1 (bajo),Desconocida
143,1,3,"Hakkarainen, Mrs. Pekka Pietari (Elin Matilda Dolck)",female,24.0,1,0,STON/O2. 3101279,15.85,,S,S,1,24.0,0,,Third,woman,False,,Southampton,False,1,Mrs,Mrs,2,0,Adulto joven (18-35),2.8243506567983707,Q3,Desconocida
144,0,3,"Burke, Mr. Jeremiah",male,19.0,0,0,365222,6.75,,Q,Q,1,19.0,0,,Third,man,True,,Queenstown,True,0,Mr,Mr,1,1,Adulto joven (18-35),2.0476928433652555,Q1 (bajo),Desconocida
145,0,2,"Andrew, Mr. Edgardo Samuel",male,18.0,0,0,231945,11.5,,S,S,1,18.0,0,,Second,man,True,,Southampton,True,0,Mr,Mr,1,1,Adulto joven (18-35),2.5257286443082556,Q2,Desconocida
146,0,2,"Nicholls, Mr. Joseph Charles",male,19.0,1,1,C.A. 33112,36.75,,S,S,1,19.0,0,,Second,man,True,,Southampton,False,0,Mr,Mr,3,0,Adulto joven (18-35),3.6309854756950335,Q4 (alto),Desconocida
147,1,3,"Andersson, Mr. August Edvard (""Wennerstrom"")",male,27.0,0,0,350043,7.7958,,S,S,1,27.0,0,,Third,man,True,,Southampton,True,0,Mr,Mr,1,1,Adulto joven (18-35),2.174274334826008,Q1 (bajo),Desconocida
148,0,3,"Ford, Miss. Robina Maggie ""Ruby""",female,9.0,2,2,W./C. 6608,34.375,,S,S,1,9.0,0,,Third,child,False,,Southampton,False,1,Miss,Miss,5,0,Niño (0-12),3.5660053559634015,Q4 (alto),Desconocida
149,0,2,"Navratil, Mr. Michel (""Louis M Hoffman"")",male,36.5,0,2,230080,26.0,F2,S,S,1,36.5,1,F,Second,man,True,F,Southampton,False,0,Mr,Mr,3,0,Adulto (36-60),3.295836866004329,Q3,F
150,0,2,"Byles, Rev. Thomas Roussel Davids",male,42.0,0,0,244310,13.0,,S,S,1,42.0,0,,Second,man,True,,Southampton,True,0,Rev,Oficial_Profesional,1,1,Adulto (36-60),2.6390573296152584,Q2,Desconocida
151,0,2,"Bateman, Rev. Robert James",male,51.0,0,0,S.O.P. 1166,12.525,,S,S,1,51.0,0,,Second,man,True,,Southampton,True,0,Rev,Oficial_Profesional,1,1,Adulto (36-60),2.6045398247325453,Q2,Desconocida
152,1,1,"Pears, Mrs. Thomas (Edith Wearne)",female,22.0,1,0,113776,66.6,C2,S,S,1,22.0,1,C,First,woman,False,C,Southampton,False,1,Mrs,Mrs,2,0,Adulto joven (18-35),4.213607983048918,Q4 (alto),C
153,0,3,"Meo, Mr. Alfonzo",male,55.5,0,0,A.5. 11206,8.05,,S,S,1,55.5,0,,Third,man,True,,Southampton,True,0,Mr,Mr,1,1,Adulto (36-60),2.2027647577118348,Q2,Desconocida
154,0,3,"van Billiard, Mr. Austin Blyler",male,40.5,0,2,A/5. 851,14.5,,S,S,1,40.5,0,,Third,man,True,,Southampton,False,0,Mr,Mr,3,0,Adulto (36-60),2.740840023925201,Q3,Desconocida
155,0,3,"Olsen, Mr. Ole Martin",male,,0,0,Fa 265302,7.3125,,S,S,0,25.0,0,,Third,man,True,,Southampton,True,0,Mr,Mr,1,1,Adulto joven (18-35),2.1177604059819726,Q1 (bajo),Desconocida
156,0,1,"Williams, Mr. Charles Duane",male,51.0,0,1,PC 17597,61.3792,,C,C,1,51.0,0,,First,man,True,,Cherbourg,False,0,Mr,Mr,2,0,Adulto (36-60),4.133231886474144,Q4 (alto),Desconocida
157,1,3,"Gilnagh, Miss. Katherine ""Katie""",female,16.0,0,0,35851,7.7333,,Q,Q,1,16.0,0,,Third,woman,False,,Queenstown,True,1,Miss,Miss,1,1,Adolescente (13-17),2.167143305297764,Q1 (bajo),Desconocida
158,0,3,"Corn, Mr. Harry",male,30.0,0,0,SOTON/OQ 392090,8.05,,S,S,1,30.0,0,,Third,man,True,,Southampton,True,0,Mr,Mr,1,1,Adulto joven (18-35),2.2027647577118348,Q2,Desconocida
159,0,3,"Smiljanic, Mr. Mile",male,,0,0,315037,8.6625,,S,S,0,25.0,0,,Third,man,True,,Southampton,True,0,Mr,Mr,1,1,Adulto joven (18-35),2.2682524139135403,Q2,Desconocida
160,0,3,"Sage, Master. Thomas Henry",male,,8,2,CA. 2343,69.55,,S,S,0,25.0,0,,Third,man,True,,Southampton,False,0,Master,Master,11,0,Adulto joven (18-35),4.256321678298823,Q4 (alto),Desconocida
161,0,3,"Cribb, Mr. John Hatfield",male,44.0,0,1,371362,16.1,,S,S,1,44.0,0,,Third,man,True,,Southampton,False,0,Mr,Mr,2,0,Adulto (36-60),2.8390784635086144,Q3,Desconocida
162,1,2,"Watt, Mrs. James (Elizabeth ""Bessie"" Inglis Milne)",female,40.0,0,0,C.A. 33595,15.75,,S,S,1,40.0,0,,Second,woman,False,,Southampton,True,1,Mrs,Mrs,1,1,Adulto (36-60),2.8183982582710754,Q3,Desconocida
163,0,3,"Bengtsson, Mr. John Viktor",male,26.0,0,0,347068,7.775,,S,S,1,26.0,0,,Third,man,True,,Southampton,True,0,Mr,Mr,1,1,Adulto joven (18-35),2.1719067693519296,Q1 (bajo),Desconocida
164,0,3,"Calic, Mr. Jovo",male,17.0,0,0,315093,8.6625,,S,S,1,17.0,0,,Third,man,True,,Southampton,True,0,Mr,Mr,1,1,Adolescente (13-17),2.2682524139135403,Q2,Desconocida
165,0,3,"Panula, Master. Eino Viljami",male,1.0,4,1,3101295,39.6875,,S,S,1,1.0,0,,Third,child,False,,Southampton,False,0,Master,Master,6,0,Niño (0-12),3.705920919968788,Q4 (alto),Desconocida
166,1,3,"Goldsmith, Master. Frank John William ""Frankie""",male,9.0,0,2,363291,20.525,,S,S,1,9.0,0,,Third,child,False,,Southampton,False,0,Master,Master,3,0,Niño (0-12),3.0692150503137943,Q3,Desconocida
167,1,1,"Chibnall, Mrs. (Edith Martha Bowerman)",female,,0,1,113505,55.0,E33,S,S,0,35.0,1,E,First,woman,False,E,Southampton,False,1,Mrs,Mrs,2,0,Adulto joven (18-35),4.02535169073515,Q4 (alto),E
168,0,3,"Skoog, Mrs. William (Anna Bernhardina Karlsson)",female,45.0,1,4,347088,27.9,,S,S,1,45.0,0,,Third,woman,False,,Southampton,False,1,Mrs,Mrs,6,0,Adulto (36-60),3.3638415951183864,Q3,Desconocida
169,0,1,"Baumann, Mr. John D",male,,0,0,PC 17318,25.925,,S,S,0,40.0,0,,First,man,True,,Southampton,True,0,Mr,Mr,1,1,Adulto (36-60),3.2930552230424524,Q3,Desconocida
170,0,3,"Ling, Mr. Lee",male,28.0,0,0,1601,56.4958,,S,S,1,28.0,0,,Third,man,True,,Southampton,True,0,Mr,Mr,1,1,Adulto joven (18-35),4.05171190165724,Q4 (alto),Desconocida
171,0,1,"Van der hoef, Mr. Wyckoff",male,61.0,0,0,111240,33.5,B19,S,S,1,61.0,1,B,First,man,True,B,Southampton,True,0,Mr,Mr,1,1,Mayor (60+),3.5409593240373143,Q4 (alto),B
172,0,3,"Rice, Master. Arthur",male,4.0,4,1,382652,29.125,,Q,Q,1,4.0,0,,Third,child,False,,Queenstown,False,0,Master,Master,6,0,Niño (0-12),3.405355391810819,Q3,Desconocida
173,1,3,"Johnson, Miss. Eleanor Ileen",female,1.0,1,1,347742,11.1333,,S,S,1,1.0,0,,Third,child,False,,Southampton,False,1,Miss,Miss,3,0,Niño (0-12),2.495953738718064,Q2,Desconocida
174,0,3,"Sivola, Mr. Antti Wilhelm",male,21.0,0,0,STON/O 2. 3101280,7.925,,S,S,1,21.0,0,,Third,man,True,,Southampton,True,0,Mr,Mr,1,1,Adulto joven (18-35),2.188856327665703,Q2,Desconocida
175,0,1,"Smith, Mr. James Clinch",male,56.0,0,0,17764,30.6958,A7,C,C,1,56.0,1,A,First,man,True,A,Cherbourg,True,0,Mr,Mr,1,1,Adulto (36-60),3.4561841799918147,Q3,A
176,0,3,"Klasen, Mr. Klas Albin",male,18.0,1,1,350404,7.8542,,S,S,1,18.0,0,,Third,man,True,,Southampton,False,0,Mr,Mr,3,0,Adulto joven (18-35),2.180891922715322,Q1 (bajo),Desconocida
177,0,3,"Lefebre, Master. Henry Forbes",male,,3,1,4133,25.4667,,S,S,0,25.0,0,,Third,man,True,,Southampton,False,0,Master,Master,5,0,Adulto joven (18-35),3.275887339030031,Q3,Desconocida
178,0,1,"Isham, Miss. Ann Elizabeth",female,50.0,0,0,PC 17595,28.7125,C49,C,C,1,50.0,1,C,First,woman,False,C,Cherbourg,True,1,Miss,Miss,1,1,Adulto (36-60),3.391567832686312,Q3,C
179,0,2,"Hale, Mr. Reginald",male,30.0,0,0,250653,13.0,,S,S,1,30.0,0,,Second,man,True,,Southampton,True,0,Mr,Mr,1,1,Adulto joven (18-35),2.6390573296152584,Q2,Desconocida
180,0,3,"Leonard, Mr. Lionel",male,36.0,0,0,LINE,0.0,,S,S,1,36.0,0,,Third,man,True,,Southampton,True,0,Mr,Mr,1,1,Adulto (36-60),0.0,Q1 (bajo),Desconocida
181,0,3,"Sage, Miss. Constance Gladys",female,,8,2,CA. 2343,69.55,,S,S,0,21.5,0,,Third,woman,False,,Southampton,False,1,Miss,Miss,11,0,Adulto joven (18-35),4.256321678298823,Q4 (alto),Desconocida
182,0,2,"Pernot, Mr. Rene",male,,0,0,SC/PARIS 2131,15.05,,C,C,0,30.0,0,,Second,man,True,,Cherbourg,True,0,Mr,Mr,1,1,Adulto joven (18-35),2.775708849576025,Q3,Desconocida
183,0,3,"Asplund, Master. Clarence Gustaf Hugo",male,9.0,4,2,347077,31.3875,,S,S,1,9.0,0,,Third,child,False,,Southampton,False,0,Master,Master,7,0,Niño (0-12),3.4777725458882283,Q4 (alto),Desconocida
184,1,2,"Becker, Master. Richard F",male,1.0,2,1,230136,39.0,F4,S,S,1,1.0,1,F,Second,child,False,F,Southampton,False,0,Master,Master,4,0,Niño (0-12),3.6888794541139363,Q4 (alto),F
185,1,3,"Kink-Heilmann, Miss. Luise Gretchen",female,4.0,0,2,315153,22.025,,S,S,1,4.0,0,,Third,child,False,,Southampton,False,1,Miss,Miss,3,0,Niño (0-12),3.1365805821413706,Q3,Desconocida
186,0,1,"Rood, Mr. Hugh Roscoe",male,,0,0,113767,50.0,A32,S,S,0,40.0,1,A,First,man,True,A,Southampton,True,0,Mr,Mr,1,1,Adulto (36-60),3.9318256327243257,Q4 (alto),A
187,1,3,"O'Brien, Mrs. Thomas (Johanna ""Hannah"" Godfrey)",female,,1,0,370365,15.5,,Q,Q,0,21.5,0,,Third,woman,False,,Queenstown,False,1,Mrs,Mrs,2,0,Adulto joven (18-35),2.803360380906535,Q3,Desconocida
188,1,1,"Romaine, Mr. Charles Hallace (""Mr C Rolmane"")",male,45.0,0,0,111428,26.55,,S,S,1,45.0,0,,First,man,True,,Southampton,True,0,Mr,Mr,1,1,Adulto (36-60),3.3160025355989236,Q3,Desconocida
189,0,3,"Bourke, Mr. John",male,40.0,1,1,364849,15.5,,Q,Q,1,40.0,0,,Third,man,True,,Queenstown,False,0,Mr,Mr,3,0,Adulto (36-60),2.803360380906535,Q3,Desconocida
190,0,3,"Turcin, Mr. Stjepan",male,36.0,0,0,349247,7.8958,,S,S,1,36.0,0,,Third,man,True,,Southampton,True,0,Mr,Mr,1,1,Adulto (36-60),2.1855792552411137,Q1 (bajo),Desconocida
191,1,2,"Pinsky, Mrs. (Rosa)",female,32.0,0,0,234604,13.0,,S,S,1,32.0,0,,Second,woman,False,,Southampton,True,1,Mrs,Mrs,1,1,Adulto joven (18-35),2.6390573296152584,Q2,Desconocida
192,0,2,"Carbines, Mr. William",male,19.0,0,0,28424,13.0,,S,S,1,19.0,0,,Second,man,True,,Southampton,True,0,Mr,Mr,1,1,Adulto joven (18-35),2.6390573296152584,Q2,Desconocida
193,1,3,"Andersen-Jensen, Miss. Carla Christine Nielsine",female,19.0,1,0,350046,7.8542,,S,S,1,19.0,0,,Third,woman,False,,Southampton,False,1,Miss,Miss,2,0,Adulto joven (18-35),2.180891922715322,Q1 (bajo),Desconocida
194,1,2,"Navratil, Master. Michel M",male,3.0,1,1,230080,26.0,F2,S,S,1,3.0,1,F,Second,child,False,F,Southampton,False,0,Master,Master,3,0,Niño (0-12),3.295836866004329,Q3,F
195,1,1,"Brown, Mrs. James Joseph (Margaret Tobin)",female,44.0,0,0,PC 17610,27.7208,B4,C,C,1,44.0,1,B,First,woman,False,B,Cherbourg,True,1,Mrs,Mrs,1,1,Adulto (36-60),3.357621598945279,Q3,B
196,1,1,"Lurette, Miss. Elise",female,58.0,0,0,PC 17569,146.5208,B80,C,C,1,58.0,1,B,First,woman,False,B,Cherbourg,True,1,Miss,Miss,1,1,Adulto (36-60),4.993969182787072,Q4 (alto),B
197,0,3,"Mernagh, Mr. Robert",male,,0,0,368703,7.75,,Q,Q,0,25.0,0,,Third,man,True,,Queenstown,True,0,Mr,Mr,1,1,Adulto joven (18-35),2.169053700369523,Q1 (bajo),Desconocida
198,0,3,"Olsen, Mr. Karl Siegwart Andreas",male,42.0,0,1,4579,8.4042,,S,S,1,42.0,0,,Third,man,True,,Southampton,False,0,Mr,Mr,2,0,Adulto (36-60),2.2411563979973974,Q2,Desconocida
199,1,3,"Madigan, Miss. Margaret ""Maggie""",female,,0,0,370370,7.75,,Q,Q,0,21.5,0,,Third,woman,False,,Queenstown,True,1,Miss,Miss,1,1,Adulto joven (18-35),2.169053700369523,Q1 (bajo),Desconocida
200,0,2,"Yrois, Miss. Henriette (""Mrs Harbeck"")",female,24.0,0,0,248747,13.0,,S,S,1,24.0,0,,Second,woman,False,,Southampton,True,1,Miss,Miss,1,1,Adulto joven (18-35),2.6390573296152584,Q2,Desconocida
201,0,3,"Vande Walle, Mr. Nestor Cyriel",male,28.0,0,0,345770,9.5,,S,S,1,28.0,0,,Third,man,True,,Southampton,True,0,Mr,Mr,1,1,Adulto joven (18-35),2.3513752571634776,Q2,Desconocida
202,0,3,"Sage, Mr. Frederick",male,,8,2,CA. 2343,69.55,,S,S,0,25.0,0,,Third,man,True,,Southampton,False,0,Mr,Mr,11,0,Adulto joven (18-35),4.256321678298823,Q4 (alto),Desconocida
203,0,3,"Johanson, Mr. Jakob Alfred",male,34.0,0,0,3101264,6.4958,,S,S,1,34.0,0,,Third,man,True,,Southampton,True,0,Mr,Mr,1,1,Adulto joven (18-35),2.0143428636837015,Q1 (bajo),Desconocida
204,0,3,"Youseff, Mr. Gerious",male,45.5,0,0,2628,7.225,,C,C,1,45.5,0,,Third,man,True,,Cherbourg,True,0,Mr,Mr,1,1,Adulto (36-60),2.1071782966514356,Q1 (bajo),Desconocida
205,1,3,"Cohen, Mr. Gurshon ""Gus""",male,18.0,0,0,A/5 3540,8.05,,S,S,1,18.0,0,,Third,man,True,,Southampton,True,0,Mr,Mr,1,1,Adulto joven (18-35),2.2027647577118348,Q2,Desconocida
206,0,3,"Strom, Miss. Telma Matilda",female,2.0,0,1,347054,10.4625,G6,S,S,1,2.0,1,G,Third,child,False,G,Southampton,False,1,Miss,Miss,2,0,Niño (0-12),2.4390808375825834,Q2,G
207,0,3,"Backstrom, Mr. Karl Alfred",male,32.0,1,0,3101278,15.85,,S,S,1,32.0,0,,Third,man,True,,Southampton,False,0,Mr,Mr,2,0,Adulto joven (18-35),2.8243506567983707,Q3,Desconocida
208,1,3,"Albimona, Mr. Nassef Cassem",male,26.0,0,0,2699,18.7875,,C,C,1,26.0,0,,Third,man,True,,Cherbourg,True,0,Mr,Mr,1,1,Adulto joven (18-35),2.9850504252071306,Q3,Desconocida
209,1,3,"Carr, Miss. Helen ""Ellen""",female,16.0,0,0,367231,7.75,,Q,Q,1,16.0,0,,Third,woman,False,,Queenstown,True,1,Miss,Miss,1,1,Adolescente (13-17),2.169053700369523,Q1 (bajo),Desconocida
210,1,1,"Blank, Mr. Henry",male,40.0,0,0,112277,31.0,A31,C,C,1,40.0,1,A,First,man,True,A,Cherbourg,True,0,Mr,Mr,1,1,Adulto (36-60),3.4657359027997265,Q3,A
211,0,3,"Ali, Mr. Ahmed",male,24.0,0,0,SOTON/O.Q. 3101311,7.05,,S,S,1,24.0,0,,Third,man,True,,Southampton,True,0,Mr,Mr,1,1,Adulto joven (18-35),2.0856720914304723,Q1 (bajo),Desconocida
212,1,2,"Cameron, Miss. Clear Annie",female,35.0,0,0,F.C.C. 13528,21.0,,S,S,1,35.0,0,,Second,woman,False,,Southampton,True,1,Miss,Miss,1,1,Adulto joven (18-35),3.091042453358316,Q3,Desconocida
213,0,3,"Perkin, Mr. John Henry",male,22.0,0,0,A/5 21174,7.25,,S,S,1,22.0,0,,Third,man,True,,Southampton,True,0,Mr,Mr,1,1,Adulto joven (18-35),2.1102132003465894,Q1 (bajo),Desconocida
214,0,2,"Givard, Mr. Hans Kristensen",male,30.0,0,0,250646,13.0,,S,S,1,30.0,0,,Second,man,True,,Southampton,True,0,Mr,Mr,1,1,Adulto joven (18-35),2.6390573296152584,Q2,Desconocida
215,0,3,"Kiernan, Mr. Philip",male,,1,0,367229,7.75,,Q,Q,0,25.0,0,,Third,man,True,,Queenstown,False,0,Mr,Mr,2,0,Adulto joven (18-35),2.169053700369523,Q1 (bajo),Desconocida
216,1,1,"Newell, Miss. Madeleine",female,31.0,1,0,35273,113.275,D36,C,C,1,31.0,1,D,First,woman,False,D,Cherbourg,False,1,Miss,Miss,2,0,Adulto joven (18-35),4.738607824217808,Q4 (alto),D
217,1,3,"Honkanen, Miss. Eliina",female,27.0,0,0,STON/O2. 3101283,7.925,,S,S,1,27.0,0,,Third,woman,False,,Southampton,True,1,Miss,Miss,1,1,Adulto joven (18-35),2.188856327665703,Q2,Desconocida
218,0,2,"Jacobsohn, Mr. Sidney Samuel",male,42.0,1,0,243847,27.0,,S,S,1,42.0,0,,Second,man,True,,Southampton,False,0,Mr,Mr,2,0,Adulto (36-60),3.332204510175204,Q3,Desconocida
219,1,1,"Bazzani, Miss. Albina",female,32.0,0,0,11813,76.2917,D15,C,C,1,32.0,1,D,First,woman,False,D,Cherbourg,True,1,Miss,Miss,1,1,Adulto joven (18-35),4.347586575960343,Q4 (alto),D
220,0,2,"Harris, Mr. Walter",male,30.0,0,0,W/C 14208,10.5,,S,S,1,30.0,0,,Second,man,True,,Southampton,True,0,Mr,Mr,1,1,Adulto joven (18-35),2.4423470353692043,Q2,Desconocida
221,1,3,"Sunderland, Mr. Victor Francis",male,16.0,0,0,SOTON/OQ 392089,8.05,,S,S,1,16.0,0,,Third,man,True,,Southampton,True,0,Mr,Mr,1,1,Adolescente (13-17),2.2027647577118348,Q2,Desconocida
222,0,2,"Bracken, Mr. James H",male,27.0,0,0,220367,13.0,,S,S,1,27.0,0,,Second,man,True,,Southampton,True,0,Mr,Mr,1,1,Adulto joven (18-35),2.6390573296152584,Q2,Desconocida
223,0,3,"Green, Mr. George Henry",male,51.0,0,0,21440,8.05,,S,S,1,51.0,0,,Third,man,True,,Southampton,True,0,Mr,Mr,1,1,Adulto (36-60),2.2027647577118348,Q2,Desconocida
224,0,3,"Nenkoff, Mr. Christo",male,,0,0,349234,7.8958,,S,S,0,25.0,0,,Third,man,True,,Southampton,True,0,Mr,Mr,1,1,Adulto joven (18-35),2.1855792552411137,Q1 (bajo),Desconocida
225,1,1,"Hoyt, Mr. Frederick Maxfield",male,38.0,1,0,19943,90.0,C93,S,S,1,38.0,1,C,First,man,True,C,Southampton,False,0,Mr,Mr,2,0,Adulto (36-60),4.51085950651685,Q4 (alto),C
226,0,3,"Berglund, Mr. Karl Ivar Sven",male,22.0,0,0,PP 4348,9.35,,S,S,1,22.0,0,,Third,man,True,,Southampton,True,0,Mr,Mr,1,1,Adulto joven (18-35),2.336986519711378,Q2,Desconocida
227,1,2,"Mellors, Mr. William John",male,19.0,0,0,SW/PP 751,10.5,,S,S,1,19.0,0,,Second,man,True,,Southampton,True,0,Mr,Mr,1,1,Adulto joven (18-35),2.4423470353692043,Q2,Desconocida
228,0,3,"Lovell, Mr. John Hall (""Henry"")",male,20.5,0,0,A/5 21173,7.25,,S,S,1,20.5,0,,Third,man,True,,Southampton,True,0,Mr,Mr,1,1,Adulto joven (18-35),2.1102132003465894,Q1 (bajo),Desconocida
229,0,2,"Fahlstrom, Mr. Arne Jonas",male,18.0,0,0,236171,13.0,,S,S,1,18.0,0,,Second,man,True,,Southampton,True,0,Mr,Mr,1,1,Adulto joven (18-35),2.6390573296152584,Q2,Desconocida
230,0,3,"Lefebre, Miss. Mathilde",female,,3,1,4133,25.4667,,S,S,0,21.5,0,,Third,woman,False,,Southampton,False,1,Miss,Miss,5,0,Adulto joven (18-35),3.275887339030031,Q3,Desconocida
231,1,1,"Harris, Mrs. Henry Birkhardt (Irene Wallach)",female,35.0,1,0,36973,83.475,C83,S,S,1,35.0,1,C,First,woman,False,C,Southampton,False,1,Mrs,Mrs,2,0,Adulto joven (18-35),4.436455632600354,Q4 (alto),C
232,0,3,"Larsson, Mr. Bengt Edvin",male,29.0,0,0,347067,7.775,,S,S,1,29.0,0,,Third,man,True,,Southampton,True,0,Mr,Mr,1,1,Adulto joven (18-35),2.1719067693519296,Q1 (bajo),Desconocida
